idCompetencia;codigoHabilidade
13;EM13CNT101
13;EM13CNT102
13;EM13CNT103
13;EM13CNT104
13;EM13CNT105
13;EM13CNT106
13;EM13CNT107
14;EM13CNT201
14;EM13CNT202
14;EM13CNT203
14;EM13CNT204
14;EM13CNT205
14;EM13CNT206
14;EM13CNT207
14;EM13CNT208
14;EM13CNT209
15;EM13CNT301
15;EM13CNT302
15;EM13CNT303
15;EM13CNT304
15;EM13CNT305
15;EM13CNT306
15;EM13CNT307
15;EM13CNT308
15;EM13CNT309
15;EM13CNT310
