idAreaDeConhecimento;codigoHabilidade
3;EM13CNT101
3;EM13CNT102
3;EM13CNT103
3;EM13CNT104
3;EM13CNT105
3;EM13CNT106
3;EM13CNT107
3;EM13CNT201
3;EM13CNT202
3;EM13CNT203
3;EM13CNT204
3;EM13CNT205
3;EM13CNT206
3;EM13CNT207
3;EM13CNT208
3;EM13CNT209
3;EM13CNT301
3;EM13CNT302
3;EM13CNT303
3;EM13CNT304
3;EM13CNT305
3;EM13CNT306
3;EM13CNT307
3;EM13CNT308
3;EM13CNT309
3;EM13CNT310
