idAreaDeConhecimento;codigoHabilidade
4;EM13CHS101
4;EM13CHS102
4;EM13CHS103
4;EM13CHS104
4;EM13CHS105
4;EM13CHS106
4;EM13CHS201
4;EM13CHS202
4;EM13CHS203
4;EM13CHS204
4;EM13CHS205
4;EM13CHS206
4;EM13CHS301
4;EM13CHS302
4;EM13CHS303
4;EM13CHS304
4;EM13CHS305
4;EM13CHS306
4;EM13CHS401
4;EM13CHS402
4;EM13CHS403
4;EM13CHS404
4;EM13CHS501
4;EM13CHS502
4;EM13CHS503
4;EM13CHS504
4;EM13CHS601
4;EM13CHS602
4;EM13CHS603
4;EM13CHS604
4;EM13CHS605
4;EM13CHS606
