idCompetencia;codigoHabilidade
16;EM13CHS101
16;EM13CHS102
16;EM13CHS103
16;EM13CHS104
16;EM13CHS105
16;EM13CHS106
17;EM13CHS201
17;EM13CHS202
17;EM13CHS203
17;EM13CHS204
17;EM13CHS205
17;EM13CHS206
18;EM13CHS301
18;EM13CHS302
18;EM13CHS303
18;EM13CHS304
18;EM13CHS305
18;EM13CHS306
19;EM13CHS401
19;EM13CHS402
19;EM13CHS403
19;EM13CHS404
20;EM13CHS501
20;EM13CHS502
20;EM13CHS503
20;EM13CHS504
21;EM13CHS601
21;EM13CHS602
21;EM13CHS603
21;EM13CHS604
21;EM13CHS605
